wavelength(nm), irradiance (watts/m^2/nm)
181.185, 0.0018526647340833754
181.19, 0.0018541925467413028
181.195, 0.0018557146320887783
181.2, 0.0018580435294675414
181.205, 0.001861981766723303
181.21, 0.0018679426747926025
181.215, 0.0018758340040613026
181.22, 0.0018855297161160672
181.225, 0.0018969037725435614
181.23, 0.0019098301349304491
181.235, 0.0019241827648634807
181.24, 0.0019398271822423693
181.245, 0.001956300736393243
181.25, 0.0019727144714594322
181.255, 0.001988150940891365
181.26, 0.002001692698139466
181.265, 0.0020124222966541633
181.27, 0.0020194222898859116
181.275, 0.002021787978068585
181.28, 0.002019110192646009
181.285, 0.002011623477630332
181.29, 0.0019996053974281223
181.295, 0.0019833335164459475
181.3, 0.0019630853990902507
181.305, 0.001939138609767831
181.31, 0.0019117831885552097
181.315, 0.0018817941672024578
181.32, 0.0018505765987974934
181.325, 0.0018195776418146769
181.33, 0.0017902444547282076
181.335, 0.0017640241960127855
181.34, 0.0017423640241425965
181.345, 0.0017266841359118955
181.35, 0.0017173565928008928
181.355, 0.0017133918914445526
181.36, 0.0017137095328075005
181.365, 0.0017172290178543422
181.37, 0.001722869847549682
181.375, 0.0017295515228581344
181.38, 0.0017362011278272411
181.385, 0.0017420405388533582
181.39, 0.001746674578020689
181.395, 0.0017497336603183294
181.4, 0.0017508482007353252
181.405, 0.001749648614260782
181.41, 0.0017457653158837847
181.415, 0.00173885020324382
181.42, 0.0017293903120148757
181.425, 0.0017189575517163496
181.43, 0.0017091963358129428
181.435, 0.0017017510777691729
181.44, 0.0016982661910496149
181.445, 0.001700386089118844
181.45, 0.001709717925895353
181.455, 0.0017264203904437448
181.46, 0.0017487705647510712
181.465, 0.0017749197798366215
181.47, 0.001803019366719611
181.475, 0.0018312206564192537
181.48, 0.0018576749799547644
181.485, 0.0018805592917677887
181.49, 0.0018990466568420171
181.495, 0.0019136041229883727
181.5, 0.0019247852170679394
181.505, 0.001933143465941804
181.51, 0.0019392323964710508
181.515, 0.0019436055355167663
181.52, 0.001946815751531748
181.525, 0.001949276330408394
181.53, 0.0019510891309115846
181.535, 0.0019523138736747539
181.54, 0.001953010279331335
181.545, 0.001953238068514762
181.55, 0.0019530569618584647
181.555, 0.0019525266799958806
181.56, 0.001951973810146796
181.565, 0.0019527924058764126
181.57, 0.0019566433873362873
181.575, 0.0019651876746779747
181.58, 0.001980086188053137
181.585, 0.002002999847613169
181.59, 0.0020355895735096907
181.595, 0.0020796032451019897
181.6, 0.0021374314246440005
181.605, 0.0022117527267652717
181.61, 0.002305247124833563
181.615, 0.0024205945922149935
181.62, 0.002560475102277207
181.625, 0.002727568628387372
181.63, 0.0029242020342236308
181.635, 0.003147418616265297
181.64, 0.00339019437049949
181.645, 0.003645400667821757
181.65, 0.0039059088791232347
181.655, 0.004164590375299418
181.66, 0.004414316527244382
181.665, 0.004648011947234566
181.67, 0.004860671006285974
181.675, 0.005049976765225236
181.68, 0.005213791974541308
181.685, 0.005349979384726455
181.69, 0.005456401746271801
181.695, 0.005530921809668461
181.7, 0.0055714048732215735
181.705, 0.005576256371807419
181.71, 0.005545086856331493
181.715, 0.0054776699377964535
181.72, 0.005373779227204833
181.725, 0.005233188335559159
181.73, 0.005055670873861964
181.735, 0.004841000453114447
181.74, 0.00459084866780762
181.745, 0.004314479046373094
181.75, 0.00402305310072964
181.755, 0.0037277323427960278
181.76, 0.00343967828449102
181.765, 0.003170052437733388
181.77, 0.002930016314440641
181.775, 0.0027293358528846035
181.78, 0.002567462829828017
181.785, 0.0024392261843204956
181.79, 0.0023394330495733807
181.795, 0.0022628905587980105
181.8, 0.0022044058452054347
181.805, 0.0021587860420076324
181.81, 0.0021210394196373213
181.815, 0.0020891838573271703
181.82, 0.0020635540371233556
181.825, 0.0020445442372859102
181.83, 0.0020325487360748165
181.835, 0.0020279618117502425
181.84, 0.00203117774257213
181.845, 0.002042570827739116
181.85, 0.002061738680438165
181.855, 0.002087269971255877
181.86, 0.002117685941446835
181.865, 0.002151507832265084
181.87, 0.0021872568849651826
181.875, 0.0022234543408015286
181.88, 0.0022586218656511755
181.885, 0.0022913711453938384
181.89, 0.0023205147124246103
181.895, 0.0023448922749885665
181.9, 0.0023633435413303776
181.905, 0.00237470821969515
181.91, 0.002377826018327837
181.915, 0.0023715366454733914
181.92, 0.0023549861860452962
181.925, 0.0023295850400227407
181.93, 0.0022977584800998895
181.935, 0.0022619365661059373
181.94, 0.002224549357870195
181.945, 0.002188026915221977
181.95, 0.002154799297990595
181.955, 0.00212725345554983
181.96, 0.002106100418320311
181.965, 0.0020898741387245724
181.97, 0.002076963071398355
181.975, 0.002065755670977398
181.98, 0.0020546403920974447
181.985, 0.0020420056893941546
181.99, 0.0020262400175034057
181.995, 0.002006256885373786
182.0, 0.001983070019205603
182.005, 0.0019582181995120742
182.01, 0.0019332402068064226
182.015, 0.0019096748216018667
182.02, 0.0018890608244115216
182.025, 0.0018729369957488477
182.03, 0.0018627575066967096
182.035, 0.001858710520567264
182.04, 0.0018600096253837445
182.045, 0.001865843339708578
182.05, 0.001875400182104252
182.055, 0.0018878686711330816
182.06, 0.001902437325357536
182.065, 0.0019182961937011397
182.07, 0.0019349597616400598
182.075, 0.0019526663754495268
182.08, 0.001971752324515115
182.085, 0.001992553898222071
182.09, 0.002015407385955959
182.095, 0.002040649077102242
182.1, 0.0020686152610463787
182.105, 0.0020995184256203253
182.11, 0.002132656087799823
182.115, 0.002166915671914044
182.12, 0.0022011826678934488
182.125, 0.0022343425656683154
182.13, 0.002265280855168922
182.135, 0.002292883026325548
182.14, 0.0023160481273858217
182.145, 0.0023342022861844863
182.15, 0.0023474563255822317
182.155, 0.002355966827761126
182.16, 0.002359890374903126
182.165, 0.002359383549190184
182.17, 0.0023546029328042543
182.175, 0.0023457051079272305
182.18, 0.002332984010668671
182.185, 0.0023172829928480134
182.19, 0.002299582760212237
182.195, 0.0022808640185083217
182.2, 0.002262107473483246
182.205, 0.0022442938308838943
182.21, 0.002228403796457452
182.215, 0.0022153815852564976
182.22, 0.0022056254034264404
182.225, 0.002199113138374674
182.23, 0.002195811865451022
182.235, 0.0021956886600053146
182.24, 0.0021987105973873774
182.245, 0.0022048447529470242
182.25, 0.0022140582020340775
182.255, 0.0022262781665703777
182.26, 0.0022412724547658264
182.265, 0.0022587690214023446
182.27, 0.0022784958212619688
182.275, 0.002300180809126393
182.28, 0.0023235519397776416
182.285, 0.002348337167997635
182.29, 0.0023742603191926207
182.295, 0.00240088468928961
182.3, 0.002427565040744344
182.305, 0.002453642199369214
182.31, 0.0024784569909770716
182.315, 0.002501350241380614
182.32, 0.0025216627763925397
182.325, 0.002538735421825547
182.33, 0.0025519859341558686
182.335, 0.0025614006355442406
182.34, 0.002567220680974382
182.345, 0.0025696884274715452
182.35, 0.0025690462320609782
182.355, 0.0025655364517679327
182.36, 0.0025594014436176172
182.365, 0.0025508851993301415
182.37, 0.002540578265920874
182.375, 0.0025298444010406038
182.38, 0.0025201519828066373
182.385, 0.0025129693893362853
182.39, 0.002509764998746858
182.395, 0.0025120071891556943
182.4, 0.0025211643386800855
182.405, 0.002538547834549125
182.41, 0.0025631200151460974
182.415, 0.0025920349164012205
182.42, 0.0026224000584259815
182.425, 0.0026513229613320246
182.43, 0.0026759111452304934
182.435, 0.00269327213023305
182.44, 0.00270051343645118
182.445, 0.0026955657861863916
182.45, 0.0026796527105002665
182.455, 0.00265482094264424
182.46, 0.002623117215870204
182.465, 0.0025865882634296413
182.47, 0.0025472808185741506
182.475, 0.0025072416145553314
182.48, 0.0024685023953137314
182.485, 0.0024325121953225723
182.49, 0.002399963088847568
182.495, 0.002371496561229008
182.5, 0.0023477540978073925
182.505, 0.0023293771839232244
182.51, 0.002317007304917005
182.515, 0.0023112859461292368
182.52, 0.002312757512331329
182.525, 0.0023205137953344526
182.53, 0.0023325283626165747
182.535, 0.0023467460170426007
182.54, 0.002361111561477438
182.545, 0.0023735697987859925
182.55, 0.0023820655318332034
182.555, 0.002384543563483872
182.56, 0.0023792271630241
182.565, 0.002366397640633635
182.57, 0.0023472587265122367
182.575, 0.002323018501897497
182.58, 0.0022948850480268386
182.585, 0.002264066446138179
182.59, 0.0022317707774689595
182.595, 0.002199206123256771
182.6, 0.0021675315327172734
182.605, 0.0021377099269783923
182.61, 0.002110655195145976
182.615, 0.0020872812263263334
182.62, 0.0020685019096252926
182.625, 0.0020552311341488494
182.63, 0.0020483827890029967
182.635, 0.002048867886903043
182.64, 0.002056987645739136
182.645, 0.002071682750607649
182.65, 0.002091709797600862
182.655, 0.0021158253828112926
182.66, 0.002142786102331396
182.665, 0.002171348552253622
182.67, 0.0022002693286704246
182.675, 0.002228312609510321
182.68, 0.0022545373165723547
182.685, 0.002278385254369514
182.69, 0.0022993238161108194
182.695, 0.0023168203950052917
182.7, 0.002330342384261954
182.705, 0.002339357177089863
182.71, 0.0023433321666979355
182.715, 0.0023417609977198052
182.72, 0.002334530113882269
182.725, 0.0023218283364319103
182.73, 0.0023038522648151758
182.735, 0.0022807984984783685
182.74, 0.002252863636868198
182.745, 0.0022202442794309963
182.75, 0.0021831370256132116
182.755, 0.002141897387234627
182.76, 0.0020980553378742222
182.765, 0.002053667248347658
182.77, 0.0020107919724761908
182.775, 0.001971488364081813
182.78, 0.0019378152769857666
182.785, 0.0019118315650095473
182.79, 0.0018955960819746465
182.795, 0.001890859910154549
182.8, 0.0018970995077257778
182.805, 0.001912771839611925
182.81, 0.0019363290618062269
182.815, 0.0019662233303019156
182.82, 0.0020009068010922214
182.825, 0.0020388316301703777
182.83, 0.0020784499735298414
182.835, 0.002118289662571864
182.84, 0.0021574378172641404
182.845, 0.0021952322323647196
182.85, 0.0022310118850599066
182.855, 0.002264115752536005
182.86, 0.002293882811979479
182.865, 0.0023196520405762916
182.87, 0.0023407624155129267
182.875, 0.0023566549339310468
182.88, 0.0023675245842048865
182.885, 0.0023739042958108056
182.89, 0.0023763285922869656
182.895, 0.002375331997171515
182.9, 0.0023714490340026304
182.905, 0.002365214226318477
182.91, 0.0023571620976572173
182.915, 0.0023478185050565294
182.92, 0.0023376452546989483
182.925, 0.0023270754449840948
182.93, 0.002316542038897703
182.935, 0.0023064779994253237
182.94, 0.0022973162895525675
182.945, 0.0022894898722650467
182.95, 0.002283431710548371
182.955, 0.0022794847743368538
182.96, 0.0022773269286702432
182.965, 0.0022763379366058448
182.97, 0.0022758961550595675
182.975, 0.00227537994094732
182.98, 0.002274167651185012
182.985, 0.0022716376426885326
182.99, 0.002267168272373817
182.995, 0.002260246889443079
183.0, 0.0022511663642145983
183.005, 0.002240580603955077
183.01, 0.0022291452189356917
183.015, 0.0022175158194276167
183.02, 0.00220634801570197
183.025, 0.0021962974180300553
183.03, 0.0021880196366829852
183.035, 0.0021821215601755288
183.04, 0.0021784810551858757
183.045, 0.0021764147859388043
183.05, 0.002175224980583114
183.055, 0.002174213867267619
183.06, 0.002172683674141116
183.065, 0.0021699366293524112
183.07, 0.0021652749610503075
183.075, 0.002158025878549715
183.08, 0.002148487733997744
183.085, 0.002138220428429906
183.09, 0.002128868174317146
183.095, 0.002122075184130459
183.1, 0.002119485670340838
183.105, 0.002122743845419278
183.11, 0.0021334939218368596
183.115, 0.0021533745874909808
183.12, 0.002182853320701288
183.125, 0.0022197844765310323
183.13, 0.0022616688373407047
183.135, 0.0023060071854907943
183.14, 0.0023503003033417905
183.145, 0.0023920489732544097
183.15, 0.002428753977588654
183.155, 0.0024579160987052615
183.16, 0.002477649040371137
183.165, 0.0024885181919788554
183.17, 0.002491701864327409
183.175, 0.0024883783682157516
183.18, 0.0024797260144429176
183.185, 0.002466923113807896
183.19, 0.002451147977109678
183.195, 0.002433578915147254
183.2, 0.0024153512340598566
183.205, 0.0023972824086730825
183.21, 0.002380047460877387
183.215, 0.0023643207406151053
183.22, 0.0023507765978286726
183.225, 0.0023400893824605273
183.23, 0.0023329334444531073
183.235, 0.0023299831337488465
183.24, 0.002331890525755565
183.245, 0.00233844177334639
183.25, 0.0023482981653945153
183.255, 0.0023600458142186828
183.26, 0.0023722708321376336
183.265, 0.002383559331470111
183.27, 0.002392497424534896
183.275, 0.0023976712236506246
183.28, 0.0023976668411360962
183.285, 0.002391542722840658
183.29, 0.0023802466487360804
183.295, 0.002365198732324738
183.3, 0.0023478190871089022
183.305, 0.0023295278265911532
183.31, 0.002311745064273772
183.315, 0.0022958909136591332
183.32, 0.0022833854882496124
183.325, 0.0022755863079889664
183.33, 0.0022729143077216186
183.335, 0.0022750694372279286
183.34, 0.0022817331000486068
183.345, 0.0022925866997243935
183.35, 0.0023073116397960285
183.355, 0.0023255893238042506
183.36, 0.002347101155289931
183.365, 0.0023715273382022943
183.37, 0.002398293763141877
183.375, 0.002426258914038822
183.38, 0.0024542045009820503
183.385, 0.0024809122340604833
183.39, 0.0025051638233630417
183.395, 0.0025257409789787516
183.4, 0.0025414254109962964
183.405, 0.0025509988295047232
183.41, 0.002553511825457783
183.415, 0.002550002187450852
183.42, 0.0025423983719440567
183.425, 0.002532633036660979
183.43, 0.002522638839325377
183.435, 0.00251434843766084
183.44, 0.002509694489391006
183.445, 0.002510609652239515
183.45, 0.002518985078272036
183.455, 0.0025350983871007494
183.46, 0.0025571311626100073
183.465, 0.002583124907088771
183.47, 0.002611121122825932
183.475, 0.002639161312110382
183.48, 0.0026652869772310116
183.485, 0.002687539620476824
183.49, 0.002703960744136448
183.495, 0.002712837936591014
183.5, 0.0027142775162459503
183.505, 0.0027092009616867703
183.51, 0.002698533596594178
183.515, 0.0026832007446488775
183.52, 0.002664127729531456
183.525, 0.002642239874922838
183.53, 0.0026184625045036283
183.535, 0.0025937199500422137
183.54, 0.0025687262578954935
183.545, 0.002543726299893802
183.55, 0.002518901465478962
183.555, 0.0024944331440932164
183.56, 0.0024705027251783864
183.565, 0.0024472915981764323
183.57, 0.0024249811525293183
183.575, 0.0024037527776790044
183.58, 0.002383779441638447
183.585, 0.002365108102892287
183.59, 0.0023476887175401377
183.595, 0.002331468746443537
183.6, 0.002316395650464026
183.605, 0.0023024168904631445
183.61, 0.0022894799273023604
183.615, 0.0022775322218433597
183.62, 0.002266521234947607
183.625, 0.002256523719791102
183.63, 0.0022481335988076977
183.635, 0.0022420740867457067
183.64, 0.0022390683983534417
183.645, 0.002239839748379234
183.65, 0.00224511135157139
183.655, 0.0022556064226782165
183.66, 0.0022720481764480277
183.665, 0.0022951354789833888
183.67, 0.0023246206427833998
183.675, 0.0023590263737370684
183.68, 0.0023967932010533935
183.685, 0.002436361653941958
183.69, 0.002476172261612159
183.695, 0.0025146655532733955
183.7, 0.002550282058135064
183.705, 0.002581462305406728
183.71, 0.0026067160568460893
183.715, 0.002625588998272948
183.72, 0.0026384242719008173
183.725, 0.0026455855332909598
183.73, 0.0026474364380046386
183.735, 0.0026443406416030886
183.74, 0.002636661799647609
183.745, 0.0026247635676994617
183.75, 0.0026090096013199086
183.755, 0.002589782619653563
183.76, 0.0025676062336407114
183.765, 0.0025430672023414847
183.77, 0.0025167525826843445
183.775, 0.002489249431598212
183.78, 0.0024611448060115585
183.785, 0.0024330257628530027
183.79, 0.00240547935905116
183.795, 0.0023790926515346524
183.8, 0.0023545411398573045
183.805, 0.0023328540940747437
183.81, 0.002315149226867506
183.815, 0.002302544250916276
183.82, 0.002296156878901739
183.825, 0.0022971048235045765
183.83, 0.0023065057974055534
183.835, 0.002325477513285252
183.84, 0.002355132541895893
183.845, 0.002395493365149753
183.85, 0.002444150332783256
183.855, 0.00249836471110946
183.86, 0.002555397766441747
183.865, 0.002612510765092512
183.87, 0.0026669649733751296
183.875, 0.002716021657602658
183.88, 0.0027569420840881506
183.885, 0.002786992967689782
183.89, 0.0028045961148303986
183.895, 0.0028107504937728905
183.9, 0.0028068037796675255
183.905, 0.0027941036476647045
183.91, 0.002773997772914759
183.915, 0.0027478338305680214
183.92, 0.0027169594957748237
183.925, 0.0026827224436852975
183.93, 0.0026464687316043135
183.935, 0.0026092014335145934
183.94, 0.0025711583823089406
183.945, 0.0025324738687453486
183.95, 0.0024932821835818094
183.955, 0.0024537176175760886
183.96, 0.002413914461486629
183.965, 0.0023740070060711987
183.97, 0.002334129542087791
183.975, 0.0022944176386379624
183.98, 0.0022552778736592513
183.985, 0.0022177214815956724
183.99, 0.0021828415108800995
183.995, 0.002151731009944756
184.0, 0.002125483027222085
184.005, 0.002105190611144526
184.01, 0.0020919468101445234
184.015, 0.0020868446726545176
184.02, 0.00209097239375927
184.025, 0.0021043892588238715
184.03, 0.0021248589197353546
184.035, 0.0021498344141257907
184.04, 0.002176768779627251
184.045, 0.0022031150538718096
184.05, 0.0022263262744916545
184.055, 0.0022438554791185815
184.06, 0.0022531557053848067
184.065, 0.0022516860845012603
184.07, 0.0022381975863969305
184.075, 0.0022143234438009936
184.08, 0.002182086878489379
184.085, 0.002143511112238598
184.09, 0.0021006193668246203
184.095, 0.002055434864023581
184.1, 0.0020099808256116127
184.105, 0.001966280473364849
184.11, 0.0019263570290592115
184.115, 0.0018918869191964656
184.12, 0.0018631593891783509
184.125, 0.0018401168891320132
184.13, 0.0018227018691845997
184.135, 0.0018108567794632583
184.14, 0.001804524070095135
184.145, 0.0018036461912073868
184.15, 0.0018081655929271722
184.155, 0.0018180247253816164
184.16, 0.0018330885364261729
184.165, 0.0018526491836895543
184.17, 0.0018757420985254848
184.175, 0.0019014015013148438
184.18, 0.0019286616124380648
184.185, 0.001956556652276016
184.19, 0.0019841208412094266
184.195, 0.002010388399619025
184.2, 0.00203439354788554
184.205, 0.0020552373834569707
184.21, 0.002073021682859961
184.215, 0.002088618547358074
184.22, 0.0021029198936420484
184.225, 0.002116817638402624
184.23, 0.0021312036983305417
184.235, 0.002146969990116635
184.24, 0.00216500843045147
184.245, 0.0021862109360258706
184.25, 0.0022114452145259493
184.255, 0.0022406378485829814
184.26, 0.0022724928660946293
184.265, 0.0023056325895679432
184.27, 0.0023386793415101615
184.275, 0.002370255444427951
184.28, 0.002398983220828553
184.285, 0.002423484993219019
184.29, 0.0024423830841063996
184.295, 0.0024543026089461255
184.3, 0.0024584607882500776
184.305, 0.0024553959071135986
184.31, 0.0024458249993284087
184.315, 0.002430465098686187
184.32, 0.0024100332389786084
184.325, 0.0023852464539973507
184.33, 0.0023568217775339195
184.335, 0.002325476243380317
184.34, 0.00229192688532807
184.345, 0.00225693790631605
184.35, 0.0022216221187616424
184.355, 0.00218724858288232
184.36, 0.0021550870959133094
184.365, 0.0021264074550903797
184.37, 0.0021024794576487435
184.375, 0.0020845729008237986
184.38, 0.0020739575818509463
184.385, 0.002071903297965585
184.39, 0.0020796474297432197
184.395, 0.002097167160106062
184.4, 0.0021228026306512734
184.405, 0.0021547845767491513
184.41, 0.002191343733769918
184.415, 0.002230710837083795
184.42, 0.0022711166220610065
184.425, 0.002310791824071994
184.43, 0.002347967178486522
184.435, 0.0023808734206750416
184.44, 0.0024080282768335665
184.445, 0.0024290974364612763
184.45, 0.0024440335798831423
184.455, 0.0024527893874241665
184.46, 0.0024553175394092194
184.465, 0.0024515707161633397
184.47, 0.0024415015980114975
184.475, 0.002425062865278664
184.48, 0.0024022071982898086
184.485, 0.0023729318212569223
184.49, 0.00233790046692698
184.495, 0.0022982899476361187
184.5, 0.002255290273909427
184.505, 0.0022100914562719915
184.51, 0.0021638835052489
184.515, 0.00211785643136524
184.52, 0.0020732002451458523
184.525, 0.002031104957116336
184.53, 0.0019927591395408825
184.535, 0.0019590464534285546
184.54, 0.001930170262506357
184.545, 0.0019062418818204256
184.55, 0.0018873726264168004
184.555, 0.0018736738113418316
184.56, 0.0018652567516415318
184.565, 0.001862232762362035
184.57, 0.0018647131585494761
184.575, 0.0018728092552499887
184.58, 0.0018865941181722798
184.585, 0.0019055684896040965
184.59, 0.0019287925361308376
184.595, 0.0019553150912007926
184.6, 0.0019841849882622537
184.605, 0.0020144510607635123
184.61, 0.002045162142153034
184.615, 0.002075367065878756
184.62, 0.002104114665389144
184.625, 0.00213045377413249
184.63, 0.0021535183667231207
184.635, 0.0021727829824395055
184.64, 0.0021878073017261475
184.645, 0.002198151005027596
184.65, 0.0022033737727882373
184.655, 0.0022030352854526467
184.66, 0.0021966952234653303
184.665, 0.0021839132672707906
184.67, 0.0021642490973135327
184.675, 0.002137281644075145
184.68, 0.0021033381832360966
184.685, 0.002063718117357937
184.69, 0.0020197858178780973
184.695, 0.0019729056562340034
184.7, 0.001924442003863084
184.705, 0.0018757592322024934
184.71, 0.0018282217126902197
184.715, 0.001783193816763413
184.72, 0.0017420399158595008
184.725, 0.0017059821441965722
184.73, 0.0016751914140435192
184.735, 0.0016493674768800327
184.74, 0.0016282078617296761
184.745, 0.0016114100976155604
184.75, 0.001598671713560957
184.755, 0.001589690238589137
184.76, 0.0015841632017233717
184.765, 0.0015817881319869329
184.77, 0.0015822628288484728
184.775, 0.0015853424261952315
184.78, 0.001590909978574828
184.785, 0.0015988658490386162
184.79, 0.0016091104006379499
184.795, 0.0016215439964241828
184.8, 0.0016360669994487569
184.805, 0.0016525797727628595
184.81, 0.0016709826794179222
184.815, 0.001691176082465298
184.82, 0.0017130632539248754
184.825, 0.0017366605519683136
184.83, 0.0017621312376784048
184.835, 0.0017896483899063071
184.84, 0.001819385087503606
184.845, 0.001851514409321747
184.85, 0.0018862094342121769
184.855, 0.001923643241026342
184.86, 0.0019639889086159254
184.865, 0.0020074195158319165
184.87, 0.0020540675101046383
184.875, 0.002103457372411501
184.88, 0.002154645569950744
184.885, 0.002206676530980949
184.89, 0.0022585946837606987
184.895, 0.002309444456548859
184.9, 0.0023582702776034294
184.905, 0.0024041165751832842
184.91, 0.002446027777547006
184.915, 0.0024830483129531767
184.92, 0.0025143157697301516
184.925, 0.002539656247347079
184.93, 0.0025592044380038153
184.935, 0.002573096489526761
184.94, 0.0025814685497421476
184.945, 0.002584456766476213
184.95, 0.002582197287555193
184.955, 0.0025748262608052646
184.96, 0.0025624798340527517
184.965, 0.00254529415512386
184.97, 0.002523399028128635
184.975, 0.0024968988823123595
184.98, 0.002465891803204124
184.985, 0.002430475876332807
184.99, 0.0023907491872279026
184.995, 0.002346809821418314
185.0, 0.002298755864433133
185.005, 0.002246685401801451
185.01, 0.002190696519052358
185.015, 0.002130889621153667
185.02, 0.0020678568340814205
185.025, 0.0020032873783272227
185.03, 0.0019390189184596764
185.035, 0.0018768891190477336
185.04, 0.0018187356446603441
185.045, 0.0017663961598664612
185.05, 0.0017217083292348071
185.055, 0.0016865098173348505
185.06, 0.0016626382887352652
185.065, 0.0016519260574845126
185.07, 0.0016550711272869008
185.075, 0.0016702407056543758
185.08, 0.001695259566787608
185.085, 0.0017279524848868083
185.09, 0.0017661442341525982
185.095, 0.0018076595887854836
185.1, 0.0018503233229859686
185.105, 0.0018919602109545588
185.11, 0.0019303950268919658
185.115, 0.0019634564093527554
185.12, 0.001989792240048153
185.125, 0.0020098782403720657
185.13, 0.002024437450406996
185.135, 0.0020341929102354476
185.14, 0.0020398676599399247
185.145, 0.0020421847396029347
185.15, 0.002041867189306958
185.155, 0.0020396380491345197
185.16, 0.0020362203591681232
185.165, 0.002032336039644289
185.17, 0.0020284696034512544
185.175, 0.0020245758763275203
185.18, 0.0020205380138687804
185.185, 0.0020162391716706594
185.19, 0.0020115625053288067
185.195, 0.0020063911704388685
185.2, 0.0020006083225964926
185.205, 0.0019940971173972887
185.21, 0.0019867407104369778
185.215, 0.0019784231656224185
185.22, 0.0019692211088445325
185.225, 0.001959640797213327
185.23, 0.0019502466197585122
185.235, 0.0019416029655097546
185.24, 0.0019342742234968679
185.245, 0.0019288247827495121
185.25, 0.001925819032297398
185.255, 0.001925821361170239
185.26, 0.0019293961583977468
185.265, 0.0019371064309604245
185.27, 0.0019492221914067394
185.275, 0.001965359743009494
185.28, 0.001985046937892367
185.285, 0.0020078116281789793
185.29, 0.0020331816659929537
185.295, 0.0020606849034579123
185.3, 0.0020898491926976456
185.305, 0.002120202385835442
185.31, 0.0021512723349950847
185.315, 0.0021825868923001954
185.32, 0.0022137494246924614
185.325, 0.002244665358385824
185.33, 0.002275315634412466
185.335, 0.0023056811938040457
185.34, 0.0023357429775927455
185.345, 0.002365481926810574
185.35, 0.002394878982489538
185.355, 0.002423915085661645
185.36, 0.0024525711773590655
185.365, 0.002480828198613479
185.37, 0.0025086770353097143
185.375, 0.002536182072009076
185.38, 0.0025634406355972876
185.385, 0.002590550208348397
185.39, 0.0026176082725364487
185.395, 0.002644712310435644
185.4, 0.002671959804319721
185.405, 0.0026994482364628807
185.41, 0.0027272750891391673
185.415, 0.002755537844622628
185.42, 0.002784309538240035
185.425, 0.0028132974065516953
185.43, 0.0028419270935025128
185.435, 0.002869616999497957
185.44, 0.0028957855249433276
185.445, 0.002919851070243931
185.45, 0.00294123203580507
185.455, 0.0029593468220321397
185.46, 0.0029736138293302346
185.465, 0.0029834514581047714
185.47, 0.0029882888877417043
185.475, 0.002987974330499834
185.48, 0.0029829003371608827
185.485, 0.0029734958375662035
185.49, 0.0029601897615573287
185.495, 0.002943411038975634
185.5, 0.002923588599662543
185.505, 0.002901151373459474
185.51, 0.0028765282902078497
185.515, 0.0028501482797490896
185.52, 0.0028224407661488608
185.525, 0.0027939399490476548
185.53, 0.0027654137962301426
185.535, 0.0027376619058432153
185.54, 0.002711483876033763
185.545, 0.002687679304948677
185.55, 0.002667047790734744
185.555, 0.00265038893153909
185.56, 0.0026385023255084804
185.565, 0.0026321875707898067
185.57, 0.002632244265529959
185.575, 0.002639171736766524
185.58, 0.002652268227099949
185.585, 0.0026705317080211338
185.59, 0.0026929601510211907
185.595, 0.0027185515275911717
185.6, 0.00274630380922213
185.605, 0.0027752149674051185
185.61, 0.0028042829736313543
185.615, 0.0028325057993915563
185.62, 0.0028588814161769407
185.625, 0.0028824312176467617
185.63, 0.0029025270624955485
185.635, 0.002918810598095979
185.64, 0.002930930411722421
185.645, 0.002938535090649272
185.65, 0.0029412732221508102
185.655, 0.002938793393501459
185.66, 0.0029307441919755864
185.665, 0.002916774204847559
185.67, 0.002896532019391744
185.675, 0.0028696682251029295
185.68, 0.0028362578822418456
185.685, 0.0027973231014087317
185.69, 0.002754014135321831
185.695, 0.0027074812366993896
185.7, 0.0026588746582596533
185.705, 0.0026093446527205863
185.71, 0.002560041472801002
185.715, 0.0025121153712188656
185.72, 0.0024667166006924254
185.725, 0.0024249954139399232
185.73, 0.002388013188130661
185.735, 0.0023561744545798308
185.74, 0.0023295893443472672
185.745, 0.002308366599811795
185.75, 0.002292614963352431
185.755, 0.0022824431773481963
185.76, 0.0022779599841781083
185.765, 0.002279274126221187
185.77, 0.0022864943458565106
185.775, 0.0022997293854630134
185.78, 0.0023190725273435886
185.785, 0.002344016043340631
185.79, 0.002373271471450789
185.795, 0.0024054981719136936
185.8, 0.00243935550496917
185.805, 0.002473502830856459
185.81, 0.002506599509815378
185.815, 0.002537304902085559
185.82, 0.0025642783679066315
185.825, 0.0025861792675182286
185.83, 0.0026016669611600473
185.835, 0.0026097524453618007
185.84, 0.0026108532618145572
185.845, 0.0026057385884995423
185.85, 0.0025951776033979797
185.855, 0.0025799394844910964
185.86, 0.002560793409759997
185.865, 0.002538508557186131
185.87, 0.0025138541047506234
185.875, 0.0024875992304346996
185.88, 0.0024605131122195857
185.885, 0.0024333541525055173
185.89, 0.002406719519073479
185.895, 0.002381082260975135
185.9, 0.002356912234497849
185.905, 0.0023346792959285417
185.91, 0.0023148533015542815
185.915, 0.002297904107662139
185.92, 0.0022843015705391826
185.925, 0.0022745155464724397
185.93, 0.0022690158917490918
185.935, 0.002268270992395243
185.94, 0.0022724375391266712
185.945, 0.0022809767892543607
185.95, 0.0022932559033918185
185.955, 0.0023086420421526478
