wavelength(nm), irradiance (watts/m^2/nm)
190.715, 0.0041571270412603546
190.72, 0.004166635161476949
190.725, 0.004162493027018563
190.73, 0.004145255066007629
190.735, 0.004117324734572127
190.74, 0.004081153052261921
190.745, 0.004039191038626412
190.75, 0.003993889713215135
190.755, 0.003947700095577624
190.76, 0.003903073205263413
190.765, 0.0038624600618220356
190.77, 0.003828237844522703
190.775, 0.00380167886325813
190.78, 0.0037832048972861
190.785, 0.0037732158472630864
190.79, 0.003772111613845559
190.79500000000002, 0.0037802920976900637
190.8, 0.003798157199452984
190.805, 0.003826106819790807
190.81, 0.0038645408593600094
190.815, 0.0039137529181272526
190.82, 0.0039724460227746625
190.825, 0.00403809877352027
190.83, 0.0041081582740818265
190.835, 0.004180071628175866
190.84, 0.004251285939520123
190.845, 0.0043192483118319434
190.85, 0.00438140584882867
190.855, 0.004435205654227649
190.86, 0.004478237523286069
190.865, 0.004510226339483054
190.87, 0.004532540581440186
190.875, 0.00454659100675347
190.88, 0.004553788373018913
190.885, 0.004555543437832523
190.89, 0.004553266958790308
190.895, 0.00454836969348824
190.9, 0.004542262399522388
190.905, 0.004536269348615746
190.91, 0.0045304207275769235
190.915, 0.004523750534084885
190.92000000000002, 0.0045152671403746935
190.925, 0.004503978918681556
190.93, 0.0044888942412405495
190.935, 0.004469021480286793
190.94, 0.004443369008055399
190.945, 0.004410945196781489
190.95, 0.004370849129431643
190.955, 0.004323537190287407
190.96, 0.00427051061687138
190.965, 0.004213297523959129
190.97, 0.00415342602632647
190.975, 0.00409242423874922
190.98, 0.004031820276003198
190.985, 0.0039731422528638954
190.99, 0.0039179182841078035
190.995, 0.0038676166853568953
191.0, 0.003822810999714388
191.005, 0.0037833859726264752
191.01, 0.003749208631271648
191.015, 0.0037201460028283982
191.02, 0.0036960651144750914
191.025, 0.003676832993390493
191.03, 0.0036623166667529433
191.035, 0.003652383161740932
191.04, 0.0036468437557919705
191.04500000000002, 0.00364509770091415
191.05, 0.0036463595780985834
191.055, 0.0036498430972466433
191.06, 0.003654761968259725
191.065, 0.0036603299010392228
191.07, 0.00366576060548653
191.075, 0.003670267791503041
191.08, 0.003673065168990159
191.085, 0.0036737010781753743
191.09, 0.0036730623805907546
191.095, 0.003672370568094475
191.1, 0.0036728471325447134
191.105, 0.0036757135657996473
191.11, 0.003682191359717503
191.115, 0.003693502006156388
191.12, 0.0037108669969745053
191.125, 0.003735503615615997
191.13, 0.003767736961749309
191.135, 0.0038059015552037367
191.14, 0.0038480625773102566
191.145, 0.003892285209400095
191.15, 0.003936634632803714
191.155, 0.003979176028852337
191.16, 0.0040179745788769365
191.165, 0.004051095464208489
191.17000000000002, 0.004076637192724591
191.175, 0.004093993841797795
191.18, 0.004104242479399594
191.185, 0.004108572650595768
191.19, 0.004108173900452092
191.195, 0.004104235774034345
191.2, 0.004097947816408303
191.205, 0.004090499572639704
191.21, 0.004083080587794413
191.215, 0.004076828738911479
191.22, 0.004072108796260256
191.225, 0.004068690390987867
191.23, 0.004066327845196486
191.235, 0.004064775480988283
191.24, 0.0040637876204654465
191.245, 0.004063118585730145
191.25, 0.004062522698884552
191.255, 0.004061754282030842
191.26, 0.004060556434288292
191.265, 0.004058589309918194
191.27, 0.0040554758870509685
191.275, 0.004050838968457978
191.28, 0.004044301356910543
191.285, 0.0040354858551799955
191.29, 0.004024015266037668
191.29500000000002, 0.004009512392254801
191.3, 0.00399160003660289
191.305, 0.003970157797801761
191.31, 0.00394609245836559
191.315, 0.003920567596757116
191.32, 0.003894746791439083
191.325, 0.0038697936208742316
191.33, 0.0038468716635251814
191.335, 0.00382714449785494
191.34, 0.0038117757023261134
191.345, 0.003801926511688948
191.35, 0.003798261293644895
191.355, 0.003800335839885599
191.36, 0.0038075559445031265
191.365, 0.003819327401589397
191.37, 0.0038350560052364487
191.375, 0.0038541475495362898
191.38, 0.0038760078285809277
191.385, 0.003900042636462374
191.39, 0.00392567309323589
191.395, 0.003952549640777435
191.4, 0.0039804992533540645
191.405, 0.004009353446259437
191.41, 0.004038943734787063
191.415, 0.004069101634230453
191.42000000000002, 0.004099658659883291
191.425, 0.004130446327038739
191.43, 0.004161296150990481
191.435, 0.004191912840524394
191.44, 0.004221493878395835
191.445, 0.0042491099408525305
191.45, 0.004273831704142208
191.455, 0.0042947298445126965
191.46, 0.00431087503821148
191.465, 0.004321337961486416
191.47, 0.004325189290585231
191.475, 0.004321539071318792
191.48, 0.004311027841265101
191.485, 0.0042962843009407515
191.49, 0.0042800700231382105
191.495, 0.004265146580649696
191.5, 0.004254275546267495
191.505, 0.004250218492783898
191.51, 0.0042557369929911906
191.515, 0.004273592619681665
191.52, 0.004306008871363471
191.525, 0.0043512325412862875
191.53, 0.00440572805163336
191.535, 0.004465951417177102
191.54, 0.004528358652689922
191.54500000000002, 0.004589405772944573
191.55, 0.0046455487927127516
191.555, 0.0046932437267672295
191.56, 0.004728953048210658
191.565, 0.004750508396157358
191.57, 0.004758796199926912
191.575, 0.004755116221974485
191.58, 0.0047407682247551505
191.585, 0.004717051970724243
191.59, 0.004685267222336886
191.595, 0.004646713742048251
191.6, 0.004602691292313511
191.605, 0.0045545160668259786
191.61, 0.0045037501192863845
191.615, 0.0044521447669171235
191.62, 0.0044014561954547286
191.625, 0.004353440590636018
191.63, 0.004309854138197805
191.635, 0.004272453023876906
191.64, 0.004242993433410138
191.645, 0.004223231552534233
191.65, 0.004214268125879104
191.655, 0.004214582133645741
191.66, 0.004221997114928135
191.665, 0.0042343366088202815
191.67000000000002, 0.004249424154416261
191.675, 0.004265083290809888
191.68, 0.004279137557095235
191.685, 0.004289410492366296
191.69, 0.004293761437620584
191.695, 0.00429144153285492
191.7, 0.004283509914193836
191.705, 0.004271146549186157
191.71, 0.004255531405380936
191.715, 0.004237844450327019
191.72, 0.004219265651573315
191.725, 0.0042009749766687265
191.73, 0.004184152393162163
191.735, 0.004169834547525902
191.74, 0.004157998853901052
191.745, 0.004148147975362382
191.75, 0.004139782335592932
191.755, 0.004132402358275743
191.76, 0.004125508467093854
191.765, 0.004118601085730302
191.77, 0.004111180637868084
191.775, 0.004102748397674913
191.78, 0.004092985942051904
191.785, 0.004081977127112281
191.79, 0.004069860239983156
191.79500000000002, 0.004056773567791569
191.8, 0.00404285539766478
191.805, 0.0040282440167298365
191.81, 0.00401307771211385
191.815, 0.003997494770943936
191.82, 0.0039817004527043995
191.825, 0.00396639498445691
191.83, 0.003952500439196257
191.835, 0.003940939936360543
191.84, 0.003932636595387632
191.845, 0.003928513535715467
191.85, 0.003929493876781991
191.855, 0.003936500738025149
191.86, 0.003950431360976504
191.865, 0.003971176983552887
191.87, 0.003997322009394016
191.875, 0.0040273635042051845
191.88, 0.004059798533691679
191.885, 0.004093124163558791
191.89, 0.0041258374595118065
191.895, 0.004156435487256184
191.9, 0.004183415312496855
191.905, 0.004205699657613679
191.91, 0.004223913871683888
191.915, 0.004239108960459107
191.92000000000002, 0.00425233592969103
191.925, 0.004264645785131133
191.93, 0.004277089532531118
191.935, 0.004290718177642608
191.94, 0.004306582726217226
191.945, 0.004325655823219275
191.95, 0.0043477376040546595
191.955, 0.004371725603949559
191.96, 0.004396494140118674
191.965, 0.0044209175297771205
191.97, 0.004443870090139879
191.975, 0.004464226138421933
191.98, 0.004480859991838261
191.985, 0.004492649180861798
191.99, 0.004499152446640005
191.995, 0.004501448401307085
192.0, 0.004500821305502734
192.005, 0.004498555419866648
192.01, 0.004495935005038521
192.015, 0.0044942443216580506
192.02, 0.004494767630364943
192.025, 0.004498789191798894
192.03, 0.0045074257226160154
192.035, 0.004520555684718769
192.04, 0.004537502550564011
192.04500000000002, 0.004557587174733965
192.05, 0.004580130411810515
192.055, 0.004604453116375869
192.06, 0.004629876143012138
192.065, 0.00465572034630143
192.07, 0.004681308616703256
192.075, 0.004706042989411229
192.08, 0.004729428311428016
192.085, 0.004750976300842129
192.09, 0.004770198675742481
192.095, 0.0047866071542178555
192.1, 0.004799713454357029
192.105, 0.004809029294248782
192.11, 0.004814066391981908
192.115, 0.004814592208151926
192.12, 0.004811397173381636
192.125, 0.004805527460800595
192.13, 0.004798029243538365
192.135, 0.004789948694724503
192.14, 0.0047823319874885665
192.145, 0.004776225294960084
192.15, 0.00477267479026869
192.155, 0.004772636586929815
192.16, 0.004775719239788893
192.165, 0.004780493950358748
192.17000000000002, 0.004785505235822129
192.175, 0.004789297613361692
192.18, 0.004790415600160192
192.185, 0.004787403713400347
192.19, 0.004778806470264883
192.195, 0.004763172486586016
192.2, 0.004739919291889586
192.205, 0.004710403076913872
192.21, 0.004676242345965564
192.215, 0.0046390556033508576
192.22, 0.0046004613533761
192.225, 0.004562078100347638
192.23, 0.004525524348571816
192.235, 0.004492418602354808
192.24, 0.0044641833894148416
192.245, 0.004440792847995194
192.25, 0.004421571943889945
192.255, 0.004405842580758984
192.26, 0.004392926662262198
192.265, 0.004382146092059473
192.27, 0.004372822773810647
192.275, 0.00436427861117571
192.28, 0.004355850544806279
192.285, 0.004347460078409748
192.29, 0.004339788083778749
192.29500000000002, 0.004333566182553165
192.3, 0.004329525996372983
192.305, 0.004328399146878074
192.31, 0.00433091725570835
192.315, 0.004337811944503724
192.32, 0.004349812209667374
192.325, 0.004367090497414839
192.33, 0.00438857751698654
192.335, 0.004413035962471532
192.34, 0.0044392285279592335
192.345, 0.004465917907538951
192.35, 0.004491866795299988
192.355, 0.004515837885331651
192.36, 0.004536593871723352
192.365, 0.004553064389567297
192.37, 0.004564846837968628
192.375, 0.004571705557035503
192.38, 0.004573404886876081
192.385, 0.0045697091675985175
192.39, 0.0045603827393109675
192.395, 0.004545189942121489
192.4, 0.004523895116138406
192.405, 0.004496415195443631
192.41, 0.004463794878956916
192.415, 0.004427584333136303
192.42000000000002, 0.004389336108720454
192.425, 0.004350602756448693
192.43, 0.004312936827059688
192.435, 0.004277890871292321
192.44, 0.004247017439885474
192.445, 0.004221788203508306
192.45, 0.004202464627342224
192.455, 0.004188376557987649
192.46, 0.004178829877580127
192.465, 0.004173130468254946
192.47, 0.004170584212147492
192.475, 0.004170496991393149
192.48, 0.004172174688127303
192.485, 0.0041749344486182284
192.49, 0.00417853131229963
192.495, 0.004183289157315383
192.5, 0.004189569878257808
192.505, 0.004197735369719224
192.51, 0.004208147526291945
192.515, 0.004221168242568291
192.52, 0.004237159413140675
192.525, 0.004256481896818108
192.53, 0.004279276966386528
192.535, 0.00430519596921181
192.54, 0.004333823962539578
192.54500000000002, 0.0043647460036156365
192.55, 0.004397547149685258
192.555, 0.004431812457994234
192.56, 0.0044671269857881925
192.565, 0.004503075790312753
192.57, 0.004538984804048981
192.575, 0.004573143460419687
192.58, 0.004603582068083278
192.585, 0.004628330935697649
192.59, 0.004645420371921232
192.595, 0.00465288068541228
192.6, 0.0046487421848290375
192.605, 0.0046310351788297595
192.61, 0.004598257723313656
192.615, 0.004552364818635023
192.62, 0.004496860877884086
192.625, 0.004435257622701855
192.63, 0.00437106677472934
192.635, 0.004307800055607557
192.64, 0.0042489691869775125
192.645, 0.0041980858904799604
192.65, 0.004158482064371683
192.655, 0.004130798916261583
192.66, 0.00411360635477076
192.665, 0.0041054210075174066
192.67000000000002, 0.004104759502119727
192.675, 0.0041101384661959145
192.68, 0.004120074527364136
192.685, 0.004133084313242584
192.69, 0.004147695205352368
192.695, 0.0041628526431905935
192.7, 0.004178045138351794
192.705, 0.004192797496852937
192.71, 0.004206634524710739
192.715, 0.004219081027942172
192.72, 0.004229661812564124
192.725, 0.004237901684593478
192.73, 0.004243328143146987
192.735, 0.004246039624512849
192.74, 0.004247408401215516
192.745, 0.00424897910417087
192.75, 0.004252296364294765
192.755, 0.004258904812503062
192.76, 0.004270349079711616
192.765, 0.004288173796836287
192.77, 0.004313923594793105
192.775, 0.004348466953236463
192.78, 0.004389967746776462
192.785, 0.0044359136987619004
192.79, 0.004483792532541577
192.79500000000002, 0.004531091971464555
192.8, 0.0045752997388790835
192.805, 0.004613903558134236
192.81, 0.004644391152578812
192.815, 0.004664551321419882
192.82, 0.004674398002629577
192.825, 0.004674942447960556
192.83, 0.004667200613475705
192.835, 0.004652188455238064
192.84, 0.0046309219293105604
192.845, 0.004604416991756141
192.85, 0.004573689598637758
192.855, 0.004539762676322628
192.86, 0.004503763447582443
192.865, 0.004466899422768357
192.87, 0.0044303801775062495
192.875, 0.004395415287422204
192.88, 0.004363214328142302
192.885, 0.004334986875292626
192.89, 0.004311942504499254
192.895, 0.004295194866463638
192.9, 0.004284422290794141
192.905, 0.004278198194078935
192.91, 0.004275067570706443
192.915, 0.004273575415065086
192.92000000000002, 0.0042722667215432785
192.925, 0.004269686484529445
192.93, 0.004264379698412005
192.935, 0.004254951458391168
192.94, 0.004240906145887978
192.945, 0.004222440414637034
192.95, 0.004199768726020877
192.955, 0.004173105541421879
192.96, 0.004142665322222884
192.965, 0.004108662529806289
192.97, 0.00407131162555463
192.975, 0.004030836895403767
192.98, 0.003987609629717064
192.985, 0.003942114283157006
192.99, 0.003894838221365628
192.995, 0.00384626880998419
193.0, 0.0037968934146542033
